,intrinsic_score
CPXCR1,0.5
RIPPLY1,0.5
IGSF1,0.5
ARHGAP36,0.5
GPC3,0.5
GPR119,0.5
CHRNB3,0.5
CHRNA6,0.5
GNRH1,0.5
RGS20,0.5
CRH,0.5
PMP2,0.5
PRDM14,0.5
PSKH2,0.5
RSPO2,0.5
FAM135B,0.5
TTTY7,0.5
CER1,0.5
IFNA5,0.5
IFNK,0.5
PLPPR1,0.5
OR13C4,0.5
ACTL7B,0.5
OR5C1,0.5
LCN9,0.5
CACNA1B,0.5
ANKRD30A,0.5
LRIT1,0.5
RGR,0.5
NPFFR1,0.5
INA,0.5
NKX6-2,0.5
SLC5A12,0.5
SCGB1A1,0.5
SYT8,0.5
OR5F1,0.5
DRD2,0.5
C11orf52,0.5
HTR3B,0.5
GGTLC1,0.5
TMC2,0.5
ZP1,0.5
OOSP2,0.5
SCN2B,0.5
SPINT4,0.5
CDH22,0.5
SLC22A9,0.5
MMP3,0.5
CNTN5,0.5
MKX,0.5
FXYD4,0.5
TRIM48,0.5
OR8K1,0.5
OR5M9,0.5
KLHL1,0.5
LYPD1,0.5
CNDP1,0.5
C11orf53,0.5
TEX12,0.5
AC005833.1,0.5
ALLC,0.5
MSGN1,0.5
ATP6V1G3,0.5
SLC25A31,0.5
DRD3,0.5
POU4F2,0.5
SLC35F4,0.5
TMEM132D,0.5
RBM46,0.5
ZNF37CP,0.5
MCHR2,0.5
TUBA3E,0.5
POU4F1,0.5
GRID2,0.5
RIT2,0.5
PTH,0.5
BOLL,0.5
ZSCAN1,0.5
GRIA4,0.5
DSPP,0.5
DMP1,0.5
CAPSL,0.5
CNTNAP4,0.5
ZIC1,0.5
FEZF2,0.5
ADGRF4,0.5
SPACA7,0.5
TGIF2LX,0.5
TMPRSS11D,0.5
CLCA3P,0.5
ANKFN1,0.5
ASB17,0.5
CHST9,0.5
PANX3,0.5
CYP4Z2P,0.5
GAL3ST2,0.5
WNT3A,0.5
PPP1R3A,0.5
ASZ1,0.5
GPR26,0.5
C10orf90,0.5
CA10,0.5
CNTNAP5,0.5
OR4K1,0.5
GPR78,0.5
MAGEC1,0.5
XAGE2,0.5
CYLC2,0.5
SAXO1,0.5
SLC24A2,0.5
RAET1L,0.5
NAT2,0.5
WIF1,0.5
ALX3,0.5
PPEF2,0.5
ART3,0.5
SLC28A1,0.5
CLDN17,0.5
CLDN8,0.5
KCNS2,0.5
NODAL,0.5
UNC5D,0.5
IGKV1OR-2,0.5
COX6A2,0.5
ZIC3,0.5
SHCBP1L,0.5
LYZL4,0.5
KLHL40,0.5
CDCP2,0.5
HTR5A,0.5
TMED6,0.5
CLEC18C,0.5
PALM2-AKAP2,0.5
SLC34A2,0.5
ACAN,0.5
CIB4,0.5
SSX8,0.5
ANKRD61,0.5
EXTL1,0.5
SLC30A2,0.5
SLC13A3,0.5
DNAH3,0.5
HMHB1,0.5
CPA2,0.5
OR10J6P,0.5
PLA2G2F,0.5
FGF17,0.5
VWA5B1,0.5
WFDC8,0.5
WNT9B,0.5
PRAC1,0.5
HOXB13,0.5
AC007383.1,0.5
KCNE2,0.5
IGF2BP1,0.5
GIP,0.5
GJD2,0.5
CLDN14,0.5
CES5A,0.5
CELF3,0.5
LCE2B,0.5
TGM7,0.5
SPRR2G,0.5
PGLYRP3,0.5
UROC1,0.5
PIP,0.5
TFF2,0.5
TFF1,0.5
CRYAA,0.5
FTCD,0.5
LCN1,0.5
COX6B2,0.5
PTH1R,0.5
CYP3A7,0.5
CYP11B1,0.5
PTGER1,0.5
FOXH1,0.5
CCDC105,0.5
CELF5,0.5
CCDC116,0.5
NPHS1,0.5
IZUMO2,0.5
ASB16,0.5
OR7G1,0.5
KRT84,0.5
KRT82,0.5
IP6K3,0.5
PRR35,0.5
MSLNL,0.5
SSTR5,0.5
NTN3,0.5
BICDL2,0.5
FGF19,0.5
FAM151A,0.5
BSND,0.5
KNCN,0.5
TMEM82,0.5
LRRC38,0.5
CCDC27,0.5
LRRC53,0.5
AKNAD1,0.5
SLAMF9,0.5
OR2M5,0.5
LMX1A,0.5
FAM71A,0.5
TDRD5,0.5
SPATA17,0.5
LINC01931,0.5
KCNF1,0.5
NEUROD1,0.5
ZSWIM2,0.5
TEKT4,0.5
CCDC140,0.5
BIRC8,0.5
PDHA2,0.5
TMOD4,0.5
LCE3D,0.5
SMCP,0.5
SPRR3,0.5
SPRR2D,0.5
PGLYRP4,0.5
CRYGC,0.5
C1orf189,0.5
ALPP,0.5
ALPPL2,0.5
LENEP,0.5
DCST1,0.5
FAM19A4,0.5
C3orf30,0.5
PDCL2,0.5
FEV,0.5
CRYBA2,0.5
RETNLB,0.5
DPPA2,0.5
FAM86KP,0.5
NKX6-1,0.5
SYNPR,0.5
C3orf49,0.5
CLRN1,0.5
TCF23,0.5
TGM4,0.5
SLC6A20,0.5
CFAP100,0.5
CAMK2N2,0.5
RHO,0.5
OTOP1,0.5
CLDN19,0.5
FBXW12,0.5
MST1R,0.5
TMEM155,0.5
NPY5R,0.5
SLC45A2,0.5
ZNF474,0.5
RANBP3L,0.5
PRDM9,0.5
SPINK1,0.5
CDC20B,0.5
SPZ1,0.5
CARTPT,0.5
FAM170A,0.5
SLC6A18,0.5
LINC01600,0.5
IL3,0.5
CSF2,0.5
GJB7,0.5
FABP7,0.5
TLX3,0.5
T,0.5
DACT2,0.5
RAET1E,0.5
TBX20,0.5
FAM183BP,0.5
HCN1,0.5
NEUROD6,0.5
GPR85,0.5
TEX47,0.5
SHH,0.5
SLC35G3,0.5
SEPT7P5,0.5
C8orf48,0.5
C7orf57,0.5
HNF4G,0.5
SLC30A8,0.5
EN2,0.5
UNCX,0.5
SPAG11B,0.5
OSR2,0.5
DIRAS2,0.5
PRKACG,0.5
NKX6-3,0.5
PRSS37,0.5
SSMEM1,0.5
C7orf34,0.5
CXorf58,0.5
PTCHD1,0.5
RNF183,0.5
ASB11,0.5
OR1Q1,0.5
OR1K1,0.5
DEUP1,0.5
GPR101,0.5
LRFN5,0.5
LRRC18,0.5
PHYHIPL,0.5
PHOX2A,0.5
RPL10L,0.5
MAGEC3,0.5
NGB,0.5
CDX2,0.5
SSX5,0.5
SSX3,0.5
OTX2,0.5
UCMA,0.5
SOHLH1,0.5
FRMD7,0.5
OR4K2,0.5
SLC39A2,0.5
RNASE7,0.5
PRAP1,0.5
CYP2C19,0.5
C10orf82,0.5
ANKRD2,0.5
SLC6A5,0.5
NELL1,0.5
CACNB2,0.5
KCNC2,0.5
PASD1,0.5
TMCO5A,0.5
ADAMTS15,0.5
SVOP,0.5
SPATA19,0.5
PPP1R14D,0.5
C16orf78,0.5
OPN1MW2,0.5
ASPG,0.5
SYNPO2L,0.5
CCDC182,0.5
POTED,0.5
OR2D2,0.5
SERPINB7,0.5
LMO1,0.5
OR5P1P,0.5
WDR72,0.5
CRABP1,0.5
TMEM130,0.5
PKD1L2,0.5
FAM86GP,0.5
CLEC3A,0.5
A2ML1,0.5
CPLX4,0.5
CDH16,0.5
MC4R,0.5
MMP10,0.5
STRCP1,0.5
SAA3P,0.5
PLIN1,0.5
SCNN1G,0.5
CACNG2,0.5
CHP2,0.5
OR4D6,0.5
SCG5,0.5
MS4A6E,0.5
MS4A5,0.5
MS4A15,0.5
NAT16,0.5
TERB2,0.5
B4GALNT2,0.5
SUN5,0.5
LINC00483,0.5
PRRX2,0.5
UGT1A6,0.5
C16orf92,0.5
ART5,0.5
OR51E2,0.5
MMP26,0.5
OR51Q1,0.5
POM121L3P,0.5
PPP2R3B,0.5
LPO,0.5
LINC00905,0.5
LALBA,0.5
AQP2,0.5
GPD1,0.5
ANKRD33,0.5
TTYH1,0.5
PSCA,0.5
LY6D,0.5
GGT6,0.5
KLK4,0.5
KLK5,0.5
KLK13,0.5
ANGPTL4,0.5
SOAT2,0.5
CABP2,0.5
OR8J3,0.5
OR5I1,0.5
CYP7A1,0.5
KRT24,0.5
RAB26,0.5
DNASE1L2,0.5
OR1F1,0.5
OR2B2,0.5
FAM83B,0.5
HIST3H3,0.5
GNG4,0.5
KCNV2,0.5
PTF1A,0.5
FOXI1,0.5
LINC00917,0.5
MTNR1A,0.5
KCNG4,0.5
SFTPC,0.5
GBX2,0.5
SCGB1D1,0.5
CHRM1,0.5
CRYGA,0.5
DYNLRB2,0.5
ADAM18,0.5
SPINT5P,0.5
WFDC12,0.5
LINC01620,0.5
CA7,0.5
TSPY2,0.5
OR13J1,0.5
HTR1E,0.5
SOX14,0.5
SFTPB,0.5
CTRB1,0.5
CTRB2,0.5
TRIM49,0.5
SPRY3,0.5
TM4SF20,0.5
PMCHL1,0.5
NTSR2,0.5
PMCHL2,0.5
VCX3A,0.5
ACTBL2,0.5
DHRSX,0.5
ASMTL,0.5
GOT1L1,0.5
AL159987.1,0.5
PCSK9,0.5
IL13,0.5
OR10G3,0.5
NR0B1,0.5
STK32A,0.5
GUSBP12,0.5
PDILT,0.5
UMOD,0.5
GP2,0.5
ELSPBP1,0.5
KCNK9,0.5
SPRR1B,0.5
SPRR1A,0.5
OR4K14,0.5
OR4K15,0.5
MUC15,0.5
CT55,0.5
VPREB1,0.5
GKN1,0.5
DRD5,0.5
MT1B,0.5
ACTRT2,0.5
PRYP3,0.5
TAS2R1,0.5
PRY,0.5
RBMY1F,0.5
PRY2,0.5
RBMY1HP,0.5
GSX1,0.5
TSPY14P,0.5
ONECUT1,0.5
MUC17,0.5
S100G,0.5
FRMPD4,0.5
HSFY2,0.5
ZPLD1,0.5
HGNC:24955,0.5
SPDYE5,0.5
SERPINA6,0.5
HOXD4,0.5
HOXD12,0.5
ANKK1,0.5
FABP6,0.5
MRGPRX1,0.5
HSPB2,0.5
C7orf33,0.5
CNGB3,0.5
FRMPD2,0.5
CST5,0.5
CST2,0.5
CST1,0.5
KRT78,0.5
METTL7B,0.5
KRT75,0.5
KRT6C,0.5
KRT4,0.5
SLC23A1,0.5
KRT74,0.5
KISS1,0.5
COX7B2,0.5
KRT83,0.5
IRX1,0.5
SIX2,0.5
OR9K2,0.5
FOXA3,0.5
OR10A3,0.5
SYT9,0.5
RBMXL2,0.5
TPD52L3,0.5
OR10A4,0.5
CELP,0.5
PSG6,0.5
PLA2G1B,0.5
TRH,0.5
OR7G3,0.5
OR7G2,0.5
PKHD1,0.5
OR1M1,0.5
MBD3L1,0.5
PGK2,0.5
DCDC1,0.5
PLAC1,0.5
LINC00208,0.5
OR4D5,0.5
LRRC8E,0.5
PATE1,0.5
OR13H1,0.5
C8orf74,0.5
ALK,0.5
OBP2B,0.5
HSFX1,0.5
OR2K2,0.5
MUC7,0.5
OPRPN,0.5
SMR3B,0.5
CSN3,0.5
CLDN20,0.5
KRT38,0.5
KRTAP4-4,0.5
XAGE3,0.5
KRT9,0.5
XAGE5,0.5
KRT20,0.5
KSR2,0.5
OR1L3,0.5
NLRP5,0.5
MROH2B,0.5
OR1N1,0.5
ECEL1,0.5
SPATA46,0.5
VAT1L,0.5
NXNL1,0.5
SLFNL1,0.5
PCDHB1,0.5
IFNB1,0.5
ADRA1D,0.5
FRMD5,0.5
AQP4,0.5
CYP4F11,0.5
OR10H3,0.5
OR10H2,0.5
SCG2,0.5
DRC3,0.5
C11orf40,0.5
LDHAL6B,0.5
OR52P2P,0.5
REG3A,0.5
SERF1A,0.5
TEX37,0.5
OR1A2,0.5
OR8I2,0.5
LCE1D,0.5
CCL11,0.5
PRL,0.5
OR4C11,0.5
OR8U1,0.5
OR4X2,0.5
GPR22,0.5
TPSAB1,0.5
ATOH1,0.5
PRYP4,0.5
CDY1,0.5
OR10V1,0.5
B3GALT1,0.5
OR5A1,0.5
ABCG4,0.5
CDY1B,0.5
OR5B12,0.5
OR5B2,0.5
OR9I1,0.5
INSL5,0.5
EFCAB3,0.5
OR5AR1,0.5
HSFY1,0.5
OR8J1,0.5
OR5T3,0.5
FAM170B,0.5
FNDC9,0.5
OR10AD1,0.5
MOS,0.5
MS4A10,0.5
COL6A5,0.5
OR5B3,0.5
OR10W1,0.5
OVOL1,0.5
MRGPRD,0.5
SLC22A13,0.5
FRG2C,0.5
1-Dec,0.5
RXFP4,0.5
CCDC63,0.5
ADAMTS20,0.5
SYT12,0.5
C11orf86,0.5
DMRT2,0.5
PLAC8L1,0.5
AC007967.1,0.5
IQCF1,0.5
GLIPR1L1,0.5
RNASE8,0.5
AGR3,0.5
NLRP13,0.5
UGT2A1,0.5
TAS1R1,0.5
HES3,0.5
OR1L1,0.5
ADGRG2,0.5
SPATA3,0.5
MUC13,0.5
WFIKKN2,0.5
HAP1,0.5
CCDC13-AS1,0.5
KCNH6,0.5
AC008080.1,0.5
KRT28,0.5
RAX2,0.5
SPERT,0.5
NWD2,0.5
GSTA3,0.5
ARL13A,0.5
OR2Y1,0.5
MIR1-1HG,0.5
ABRA,0.5
STARD6,0.5
VWC2L,0.5
IGDCC3,0.5
SLC26A9,0.5
TTC9B,0.5
MYO1H,0.5
GOLT1A,0.5
RPL10P2,0.5
NPAS4,0.5
OR7D4,0.5
VN1R6P,0.5
AMY1B,0.5
OR9G1,0.5
OR5M3,0.5
GPR149,0.5
CD164L2,0.5
ZIC4,0.5
OR4S2,0.5
TEX36,0.5
DSG4,0.5
RTP1,0.5
WFDC5,0.5
OR2T1,0.5
INHBC,0.5
GAL3ST3,0.5
ANKS4B,0.5
CST6,0.5
GRAMD2A,0.5
PROP1,0.5
ISX,0.5
APOF,0.5
CHRNA7,0.5
OR10P1,0.5
OR52W1,0.5
DPP10,0.5
PNLIP,0.5
OR4B1,0.5
PRM1,0.5
TEX26,0.5
GOLGA8EP,0.5
GPR156,0.5
RBMXL3,0.5
C11orf44,0.5
EIF3KP1,0.5
PRIMA1,0.5
OR52B3P,0.5
ZNF645,0.5
ETV4,0.5
TMEM270,0.5
TSPEAR,0.5
KLHL38,0.5
ASCL3,0.5
AMIGO3,0.5
C11orf16,0.5
UFSP1,0.5
MC5R,0.5
GPX2,0.5
FOXG1,0.5
CIDEA,0.5
OR11H4,0.5
OR11H6,0.5
OR4K17,0.5
OR10H4,0.5
OR51B6,0.5
OR4K13,0.5
HMGB4,0.5
OR4F21,0.5
OR4K5,0.5
OR4K3,0.5
OR4N2,0.5
OR4M1,0.5
FOXR1,0.5
OR4H12P,0.5
TAC4,0.5
PRR18,0.5
HSD11B2,0.5
DMRTA1,0.5
OR4C5,0.5
OR4C3,0.5
OR4X1,0.5
MAP3K19,0.5
C14orf177,0.5
HORMAD2,0.5
FOXL1,0.5
TGIF2LY,0.5
OR4F17,0.5
MAGEB6,0.5
OR52Z1,0.5
LINC00303,0.5
DEFB104A,0.5
OR52E2,0.5
DEFB103A,0.5
OR51L1,0.5
MIR7-3HG,0.5
KRT18P28,0.5
GRIN1,0.5
OR51G2,0.5
OR51A7,0.5
OR51T1,0.5
OR51S1,0.5
OR51N1P,0.5
LY6H,0.5
TRIM60,0.5
AP000679.1,0.5
DEFB104B,0.5
IFNW1,0.5
ZDHHC22,0.5
FAM9B,0.5
CETN1,0.5
NUDT4P1,0.5
OR2T35,0.5
OR2M7,0.5
OR2T12,0.5
SPACA4,0.5
OR2T33,0.5
DEFB103B,0.5
OR2AJ1,0.5
GJD4,0.5
CLDN22,0.5
OR7E125P,0.5
C10orf71,0.5
FLJ40194,0.5
UMODL1,0.5
OR7E8P,0.5
UBE2U,0.5
AL161742.1,0.5
ERICH5,0.5
OLIG3,0.5
OR2G3,0.5
OR2G2,0.5
VCX2,0.5
ST8SIA3,0.5
RPRM,0.5
NHLH2,0.5
AC092865.1,0.5
GIMAP3P,0.5
TEX44,0.5
DEFB114,0.5
MAGEB10,0.5
OR4F4,0.5
SLC35G5,0.5
FXNP2,0.5
FAM87B,0.5
MYOZ1,0.5
SPATA31C2,0.5
CAPZA3,0.5
LCN15,0.5
GPR150,0.5
PRSS42,0.5
PPP1R42,0.5
FAM27E5,0.5
AMER3,0.5
SPINK6,0.5
TMEM151B,0.5
SLITRK1,0.5
C9orf62,0.5
LINC01658,0.5
SPAG11A,0.5
OR2D3,0.5
CALML3,0.5
CALML5,0.5
HTR1A,0.5
CCDC185,0.5
NEUROG2,0.5
AC068473.1,0.5
LINC00843,0.5
LINC00314,0.5
UCN3,0.5
AMBN,0.5
DEFB125,0.5
PSAPL1,0.5
OTOS,0.5
GTPBP6,0.5
DYNAP,0.5
CPN2,0.5
H1FOO,0.5
RNF186,0.5
AC114812.1,0.5
RFLNA,0.5
FOXE1,0.5
TPRX1,0.5
EXD1,0.5
TAS1R2,0.5
C14orf39,0.5
KLHDC7A,0.5
TRIML2,0.5
OR13D1,0.5
C9orf50,0.5
ZFP42,0.5
AC073335.1,0.5
LINC00670,0.5
RPS2P28,0.5
PXT1,0.5
AF186996.1,0.5
HNRNPCL1,0.5
LINC00311,0.5
C2orf71,0.5
DAND5,0.5
TMEM151A,0.5
OR4K11P,0.5
DNAJB8,0.5
AL049647.1,0.5
OR9A2,0.5
SLC17A8,0.5
NBPF17P,0.5
RNF151,0.5
GPHB5,0.5
OR6C4,0.5
LINC00305,0.5
OR6C2,0.5
NLRP8,0.5
SYCN,0.5
FOXS1,0.5
MRGPRX4,0.5
MRGPRX3,0.5
NKPD1,0.5
C1orf194,0.5
OR10A7,0.5
ZNF648,0.5
GOLGA8J,0.5
SPDYE7P,0.5
OR1E1,0.5
AC087498.1,0.5
NKX2-6,0.5
OR3A4P,0.5
WFDC11,0.5
OR3A1,0.5
TDRD6,0.5
XIAPP3,0.5
WFDC9,0.5
FAM71C,0.5
NACAP2,0.5
RRH,0.5
SLC9A4,0.5
PRNT,0.5
ADGRD2,0.5
GPR139,0.5
WFDC10A,0.5
ALX1,0.5
KCTD4,0.5
CCDC129,0.5
DEFB124,0.5
KRTAP9-7,0.5
OR10AA1P,0.5
DEFB123,0.5
OR6K4P,0.5
OR10Q1,0.5
DEFB119,0.5
GSX2,0.5
SSTR2,0.5
SLC47A2,0.5
OR2A4,0.5
C3orf22,0.5
OR5AZ1P,0.5
CHRM4,0.5
OR51A9P,0.5
CLRN3,0.5
AGTR2,0.5
ANKRD30B,0.5
HOXC9,0.5
LINC01559,0.5
DEFB112,0.5
C11orf42,0.5
TTTY11,0.5
OR56B3P,0.5
OR56B4,0.5
OR7E18P,0.5
GPR62,0.5
OR52E4,0.5
OR52N1,0.5
OR52N5,0.5
ADIPOQ,0.5
OR52P1P,0.5
AC004832.1,0.5
FER1L6-AS1,0.5
HECW1-IT1,0.5
OR8G2P,0.5
OR5AK2,0.5
OR5AK3P,0.5
TMEM132E,0.5
OR5G1P,0.5
OR9G3P,0.5
CTAGE10P,0.5
CCL13,0.5
SOX2,0.5
OR6T1,0.5
FO393414.1,0.5
OR8D4,0.5
EDDM3B,0.5
EDDM3A,0.5
OR52D1,0.5
OR52H1,0.5
FDCSP,0.5
SLX1B,0.5
OR8H1,0.5
OR5T1,0.5
OR5T2,0.5
OR2Z1,0.5
OR8K5,0.5
OR8H3,0.5
OR8H2,0.5
OR5AS1,0.5
OR6S1,0.5
OR5D17P,0.5
FTMT,0.5
OR4C6,0.5
OR4C15,0.5
OR4A21P,0.5
OR4A13P,0.5
OR4A16,0.5
OR52K2,0.5
NEUROG1,0.5
AQP7P2,0.5
ADIG,0.5
TRIM49B,0.5
OR52A1,0.5
FAM181B,0.5
ZNF716,0.5
MRGPRG,0.5
ASB18,0.5
CRYGB,0.5
ZAR1,0.5
KCNA4,0.5
NLRP10,0.5
IZUMO1,0.5
B4GALNT4,0.5
MBD3L3,0.5
GLTPD2,0.5
PRAMEF8,0.5
LIPF,0.5
OR5P3,0.5
DAOA,0.5
ZNF804B,0.5
C17orf77,0.5
OR5F2P,0.5
FAM87A,0.5
PLCXD1,0.5
CDY2A,0.5
KCNK4,0.5
TEX19,0.5
OR2B8P,0.5
WASH6P,0.5
TBPL2,0.5
RNASE10,0.5
Z97985.1,0.5
LINC00334,0.5
OR2V2,0.5
RXFP3,0.5
OR10G7,0.5
CCDC172,0.5
PPP1R27,0.5
GALR2,0.5
RESP18,0.5
AC239585.1,0.5
OR2T29,0.5
MAGEB17,0.5
KRTAP13-2,0.5
GALNT9,0.5
AC007685.1,0.5
TMEM95,0.5
TCHHL1,0.5
OTOP3,0.5
ODF3L1,0.5
OR1G1,0.5
IGSF5,0.5
CALHM3,0.5
GABRR3,0.5
CHST6,0.5
POTEC,0.5
WT1-AS,0.5
OR51B4,0.5
OR52E8,0.5
CCDC60,0.5
OR5P2,0.5
OR2T34,0.5
OR52L1,0.5
REC114,0.5
BOLA2,0.5
OVCH2,0.5
SYNDIG1L,0.5
TTTY8,0.5
OR56A4,0.5
PMCH,0.5
TMEM89,0.5
LRIT3,0.5
TFDP3,0.5
FLJ40288,0.5
SH2D7,0.5
COL18A1-AS1,0.5
C10orf120,0.5
IZUMO1R,0.5
PGPEP1L,0.5
GOLGA8G,0.5
PRR32,0.5
KRTAP8-1,0.5
C15orf32,0.5
C11orf88,0.5
11-Mar,0.5
PSG9,0.5
MRGPRX2,0.5
SLC9B1P1,0.5
OR4N4,0.5
IFNL2,0.5
FIGLA,0.5
BPY2,0.5
FOXL2,0.5
KCTD16,0.5
EMILIN3,0.5
NCF4-AS1,0.5
FAM3B,0.5
SCN5A,0.5
ARSI,0.5
TRBV21OR9-2,0.5
PP2D1,0.5
OR2T10,0.5
DSCR4,0.5
KRTAP20-2,0.5
RPL11P4,0.5
AC112229.1,0.5
OR4F6,0.5
OR1D2,0.5
C11orf72,0.5
SIX6,0.5
MROH7,0.5
OR51J1,0.5
S100A7A,0.5
KRTAP19-1,0.5
PKP3,0.5
PABPC1L2B,0.5
A3GALT2,0.5
OR4N5,0.5
KCND2,0.5
LRRC19,0.5
C1QTNF8,0.5
OR56A3,0.5
POU3F2,0.5
FOXD4L1,0.5
C6orf58,0.5
DHRS7C,0.5
C17orf74,0.5
PIWIL3,0.5
C14orf180,0.5
FAM167A-AS1,0.5
PRSS55,0.5
ODF4,0.5
FOXD4L4,0.5
CLDN6,0.5
OR51M1,0.5
KRTAP6-1,0.5
DDX53,0.5
AC013269.1,0.5
MGAT4EP,0.5
OR4C10P,0.5
DRD1,0.5
LINC00308,0.5
SRY,0.5
CLCNKB,0.5
DMRTC1B,0.5
OR6A2,0.5
AQP12A,0.5
OR6C70,0.5
CHRM5,0.5
TTTY13,0.5
IFNE,0.5
SLC22A10,0.5
LRRC14B,0.5
ZNF733P,0.5
MROH2A,0.5
SGCZ,0.5
EFCAB10,0.5
AC093698.1,0.5
NPY2R,0.5
ZNF479,0.5
GOLGA8DP,0.5
LINC00313,0.5
WASIR1,0.5
MC2R,0.5
TEX33,0.5
NOTUM,0.5
GALNT17,0.5
NUPR2,0.5
IL3RA,0.5
SPPL2C,0.5
AC026785.1,0.5
SFTPA2,0.5
C12orf56,0.5
SCN10A,0.5
TMEM105,0.5
HS6ST3,0.5
OR2V1,0.5
OR7A17,0.5
KRT6B,0.5
PDIA2,0.5
AC017079.1,0.5
NTF3,0.5
SMIM23,0.5
POU3F1,0.5
LYG2,0.5
MORN5,0.5
PRAME,0.5
OR5M5P,0.5
CLDN24,0.5
SPATA31A6,0.5
NLRP9,0.5
OR6C76,0.5
HDHD5-AS1,0.5
CCDC190,0.5
TMEM210,0.5
TMPRSS11B,0.5
BPY2C,0.5
AL590806.1,0.5
KRTAP5-5,0.5
SHOX,0.5
GRK1,0.5
DEFB128,0.5
SLITRK2,0.5
PLK5,0.5
LEMD1,0.5
RPS4XP21,0.5
HTR3E,0.5
ZPBP2,0.5
KRT18P14,0.5
HTR3D,0.5
OR4F5,0.5
TEX38,0.5
OR5D18,0.5
TAS2R42,0.5
PRR30,0.5
UBL4B,0.5
TRY2P,0.5
FAM86MP,0.5
AC091180.1,0.5
PABPC1L2A,0.5
OR10T2,0.5
TMEM212,0.5
SLC36A3,0.5
CYP4X1,0.5
KRT26,0.5
KRT3,0.5
SPATA12,0.5
DEFB132,0.5
C5orf38,0.5
OR9Q1,0.5
CLCNKA,0.5
OR9Q2,0.5
DEFB107A,0.5
DEFB105B,0.5
SPDYE17,0.5
AL590240.1,0.5
CYP27C1,0.5
MST1L,0.5
MPPED1,0.5
SPATA31D3,0.5
FOXE3,0.5
KCNK18,0.5
IFNA10,0.5
KRT16,0.5
SELENOV,0.5
LCE1A,0.5
KRTAP17-1,0.5
OR13F1,0.5
FGF3,0.5
SERPINA11,0.5
P2RY4,0.5
KRTAP22-1,0.5
KRTAP19-6,0.5
KRTAP6-2,0.5
OR13C8,0.5
LINC01551,0.5
KRTAP19-2,0.5
KRTAP15-1,0.5
KRTAP13-4,0.5
FAM183A,0.5
KRTAP19-5,0.5
KRTAP23-1,0.5
ACTL7A,0.5
KRTAP21-1,0.5
C17orf82,0.5
PNLIPRP1,0.5
KRTAP21-2,0.5
TMPRSS11A,0.5
CCK,0.5
FOXD3,0.5
LCE2A,0.5
KRTAP12-1,0.5
LCE2C,0.5
DAZ3,0.5
LCE3B,0.5
KRT12,0.5
MAGED4B,0.5
NPSR1,0.5
KRTAP9-8,0.5
DCC,0.5
LUZP2,0.5
LHFPL3,0.5
HYPM,0.5
PRAMEF10,0.5
SBK2,0.5
DPPA3,0.5
COX8C,0.5
OR5W2,0.5
MYMK,0.5
PERM1,0.5
TSPY13P,0.5
HAPLN4,0.5
GTF2IP3,0.5
DNAJB13,0.5
AMY1C,0.5
OR52B6,0.5
SSX7,0.5
OR2B7P,0.5
KRTAP10-8,0.5
LIN28B,0.5
TMEM72,0.5
FAM205C,0.5
TMEM202,0.5
HELT,0.5
RTL4,0.5
P2RX2,0.5
OR6C75,0.5
FYB2,0.5
OR5H7P,0.5
DMBT1,0.5
OR51I2,0.5
DNER,0.5
ZCCHC13,0.5
CTSL3P,0.5
C19orf67,0.5
NRN1L,0.5
RNF133,0.5
TMEM221,0.5
WNT7B,0.5
AL022313.1,0.5
PRSS45,0.5
DAZ1,0.5
TMEM215,0.5
NUTM2G,0.5
COL4A5,0.5
OTOG,0.5
IL17REL,0.5
OR7A5,0.5
IGFL1,0.5
ENO4,0.5
OR6C6,0.5
BSPH1,0.5
OR6N2,0.5
IFNA2,0.5
PPP3R2,0.5
CLEC2A,0.5
GPR21,0.5
IGHV1OR15-9,0.5
DEFB108F,0.5
OR4P1P,0.5
SLC24A5,0.5
LCTL,0.5
CFAP77,0.5
FBLL1,0.5
HMX3,0.5
IGFL3,0.5
RNASE9,0.5
LINC00319,0.5
OR7E90P,0.5
C2orf80,0.5
OR56A5,0.5
KRTAP24-1,0.5
OR13D3P,0.5
DUPD1,0.5
OSTN,0.5
VWC2,0.5
OPTC,0.5
PLET1,0.5
CATSPER4,0.5
PLA2G2E,0.5
SHISA6,0.5
HMX2,0.5
SNTN,0.5
DPPA3P2,0.5
TMC3,0.5
GJB3,0.5
CFAP126,0.5
C9orf152,0.5
SLC15A5,0.5
LIPI,0.5
HUS1B,0.5
MAGEB16,0.5
CGB5,0.5
GAGE2A,0.5
FAM25G,0.5
PRSS48,0.5
IL1RAPL2,0.5
FAM47B,0.5
FSCB,0.5
ZAR1L,0.5
KRTAP10-12,0.5
KRT77,0.5
LINC00943,0.5
SPANXN3,0.5
TRIM64B,0.5
DRICH1,0.5
GJB5,0.5
FAM180A,0.5
C6orf222,0.5
AC090099.1,0.5
FAM90A27P,0.5
ALG1L,0.5
TBC1D28,0.5
CXCL17,0.5
OR7E12P,0.5
OTUD6A,0.5
SH2D5,0.5
GJB4,0.5
RNU1-75P,0.5
MIR494,0.5
RNU1-15P,0.5
OR8A1,0.5
SERPINA3,0.5
OR11H13P,0.5
KRTAP4-3,0.5
OR6K2,0.5
OR10J1,0.5
GREB1,0.5
SULT1C3,0.5
LINC00615,0.5
OR10J3,0.5
GRM7,0.5
BECN2,0.5
OR8D1,0.5
ZNF729,0.5
