ensemble,gene,exon length,transcript length,gene length
ENSG00000236296,GUSBP5,4884,114721,1988
ENSG00000236297,AC048351.1,1333,14690,14278
ENSG00000236299,AC092634.5,5621,64522,12594
ENSG00000236300,MTND4LP12,294,294,294
ENSG00000236301,MRGPRG-AS1,4154,12967,4799
ENSG00000236303,AL355500.1,295,44087,44087
ENSG00000236304,AP001189.1,1423,6810,6810
ENSG00000236305,SLC12A9-AS1,367,15302,15302
ENSG00000236306,LINC01241,460,4506,32912
ENSG00000236307,EEF1E1P1,428,827,827
ENSG00000236308,AL138921.2,576,711,711
ENSG00000236311,TLX1NB,2760,82623,41805
ENSG00000236312,RPL34P34,353,353,353
ENSG00000236313,VN1R53P,956,956,956
ENSG00000236316,OR7E109P,854,854,854
ENSG00000236317,AC104333.2,191,191,191
ENSG00000236318,AC019117.2,833,91797,92389
ENSG00000236319,AC105021.1,1254,34795,34613
ENSG00000236320,SLFN14,2885,9973,9973
ENSG00000236323,BMP6P1,678,678,678
ENSG00000236324,AL035634.1,370,7672,7672
ENSG00000236325,AC005300.1,372,372,372
ENSG00000236326,AL050331.2,419,541,541
ENSG00000236327,AL831737.1,270,270,270
ENSG00000236330,RPL5P9,885,885,885
ENSG00000236332,AP001604.1,949,34623,34623
ENSG00000236333,TRHDE-AS1,11776,52415,21399
ENSG00000236334,PPIAL4G,3855,3855,3855
ENSG00000236335,AL161638.2,504,2078,2078
ENSG00000236336,AL022725.1,367,882,882
ENSG00000236337,FMR1-IT1,341,642,642
ENSG00000236339,POM121L13P,379,379,379
ENSG00000236340,AC000099.1,2695,28700,14794
ENSG00000236341,AL161740.1,606,32871,32871
ENSG00000236343,EI24P4,1077,1077,1077
ENSG00000236345,AL354719.2,1452,15806,15806
ENSG00000236347,AL513123.1,594,12675,12675
ENSG00000236348,PSMC1P10,1326,1326,1326
ENSG00000236349,SUCLG2P2,1295,1295,1295
ENSG00000236352,AC005220.1,881,2348,2348
ENSG00000236354,LINC00437,789,11956,11956
ENSG00000236355,AL391415.1,398,1166,1166
ENSG00000236356,AC079584.1,461,20132,20132
ENSG00000236357,EI24P1,866,866,866
ENSG00000236358,AL355472.3,408,8822,8822
ENSG00000236359,OR51B8P,768,768,768
ENSG00000236360,AL445183.3,501,501,501
ENSG00000236362,GAGE12F,522,7329,16940
ENSG00000236364,AL358115.1,673,4804,9888
ENSG00000236365,AL008987.1,236,236,236
ENSG00000236366,AL359313.1,2290,111434,111434
ENSG00000236371,CT47A1,1295,3322,3312
ENSG00000236372,AL353052.2,2239,5181,5181
ENSG00000236373,AL391704.2,974,138284,138284
ENSG00000236375,POU5F1P5,657,657,657
ENSG00000236376,AL353780.1,456,8879,8879
ENSG00000236377,AC084809.2,510,922,922
ENSG00000236378,AL133319.1,775,1318,1318
ENSG00000236379,ZNF736P4Y,1242,1242,1242
ENSG00000236380,VENTXP7,771,771,771
ENSG00000236382,KRTAP10-13P,570,570,570
ENSG00000236383,LINC00854,9688,366525,88456
ENSG00000236384,LINC00479,3583,11947,4255
ENSG00000236385,AC026355.2,720,6905,6905
ENSG00000236386,AC009518.3,252,252,252
ENSG00000236387,AL139350.1,406,512,512
ENSG00000236388,ITCH-AS1,297,433,433
ENSG00000236389,AL121970.1,927,1289,1289
ENSG00000236390,AC092800.1,577,1039,1039
ENSG00000236391,AC092573.2,576,18110,17989
ENSG00000236392,AC100848.1,1013,15169,12090
ENSG00000236393,AC091806.1,3702,29059,24803
ENSG00000236394,AL807752.4,578,713,713
ENSG00000236395,AC093106.2,384,384,384
ENSG00000236396,SLC35G4,2332,36548,1016
ENSG00000236397,DDX11L2,1394,2225,2225
ENSG00000236398,TAS2R39,1016,1016,1016
ENSG00000236400,KRTAP21-4P,815,815,815
ENSG00000236401,SLC4A1APP2,1256,2337,2337
ENSG00000236403,AL353611.1,459,6044,6044
ENSG00000236404,VLDLR-AS1,6539,446975,220657
ENSG00000236405,UBQLN1P1,1168,1168,1168
ENSG00000236407,HMGB1P18,618,618,618
ENSG00000236408,AC073336.1,662,27095,27095
ENSG00000236409,NRADDP,687,1604,2641
ENSG00000236411,NDUFAF4P3,524,524,524
ENSG00000236412,AC092941.2,1006,1706,1706
ENSG00000236413,AL662874.1,229,229,229
ENSG00000236414,AC004415.1,447,4730,4730
ENSG00000236417,CTSLP1,995,3518,3518
ENSG00000236420,CHCHD3P1,675,675,675
ENSG00000236423,LINC01134,5624,37012,16853
ENSG00000236424,TSPY10,4744,9682,2802
ENSG00000236425,AC069213.2,365,365,365
ENSG00000236426,AL583824.1,759,1688,5949
ENSG00000236427,AL589986.2,395,1199,1199
ENSG00000236429,GPM6BP2,143,143,143
ENSG00000236430,KRT8P29,1369,1613,1613
ENSG00000236431,AC009237.8,378,378,378
ENSG00000236432,AC097662.1,6087,288530,104149
ENSG00000236433,RPL37P21,275,275,275
ENSG00000236434,AL162430.2,433,1158,1158
ENSG00000236435,TSPY12P,863,1809,1809
ENSG00000236436,AC012361.1,1496,1890,1890
ENSG00000236437,LINC02151,919,3731,3731
ENSG00000236438,FAM157A,2283,34258,69226
ENSG00000236439,AC099336.2,253,253,253
ENSG00000236440,AC117947.1,528,528,528
ENSG00000236442,ANKRD54P1,470,470,470
ENSG00000236444,UBE2L5P,464,464,6128
ENSG00000236445,LINC00608,5736,7600,14547
ENSG00000236446,CT47B1,1325,3326,3326
ENSG00000236447,ATG10-IT1,486,486,486
ENSG00000236449,AC010894.3,3798,346001,227686
ENSG00000236450,AL590399.6,306,306,306
ENSG00000236451,AC067956.1,2057,253887,253887
ENSG00000236452,AC123023.1,553,65567,65567
ENSG00000236453,AC003092.1,1373,47410,43828
ENSG00000236456,AL035458.1,584,584,584
ENSG00000236457,AC090617.1,321,533,533
ENSG00000236459,HNRNPA1P22,945,945,945
ENSG00000236460,SNX2P2,322,322,322
ENSG00000236461,AL162425.1,1519,18870,18870
ENSG00000236463,LINC00427,428,3543,3543
ENSG00000236464,LINC02559,186,2469,2469
ENSG00000236466,AL359633.2,619,40706,40706
ENSG00000236467,KCNMA1-AS1,10322,326400,92580
ENSG00000236468,AC099335.1,1334,1334,1334
ENSG00000236469,AC007881.2,566,62212,62212
ENSG00000236471,AF127577.5,444,767,767
ENSG00000236472,AC002401.1,464,10590,10590
ENSG00000236473,KRT43P,903,5872,5872
ENSG00000236474,GCNT1P1,1294,1294,1294
ENSG00000236475,TRIM26BP,750,3978,3978
ENSG00000236476,AL593856.1,804,804,804
ENSG00000236477,RPS24P1,369,705,705
ENSG00000236478,AC012513.2,1136,1136,1136
ENSG00000236480,PKMP1,1521,1845,1845
ENSG00000236481,LINC02195,292,10058,10058
ENSG00000236483,MTND2P40,838,1431,1431
ENSG00000236484,RRM2P2,651,651,651
ENSG00000236485,LINC01945,838,10224,10224
ENSG00000236487,AC079168.2,414,725,725
ENSG00000236489,AC133473.1,298,298,298
ENSG00000236491,AC234771.4,724,14424,14424
ENSG00000236493,EIF2S2P3,998,998,998
ENSG00000236494,AC008080.4,2589,17650,9988
ENSG00000236495,AL158168.1,354,8949,8949
ENSG00000236496,GPS2P1,985,985,985
ENSG00000236497,LINC01744,2038,15461,15461
ENSG00000236498,AC107081.2,800,17650,17650
ENSG00000236499,LINC00896,2733,2733,2127
ENSG00000236500,CD24P1,224,224,224
ENSG00000236501,AC074286.1,1102,239482,174008
ENSG00000236502,SIX3-AS1,1397,2629,1719
ENSG00000236503,AC009784.1,459,459,459
ENSG00000236504,AC087499.6,829,34512,34512
ENSG00000236505,AL356379.1,125,125,125
ENSG00000236507,BX470209.2,926,1334,1334
ENSG00000236508,ATP13A5-AS1,474,7118,7118
ENSG00000236509,RPL21P133,475,475,475
ENSG00000236510,AC011284.1,854,969,969
ENSG00000236511,LINC01231,882,16928,16928
ENSG00000236512,AL390026.1,456,456,456
ENSG00000236513,AC074035.1,1181,6372,6372
ENSG00000236514,AL135791.1,824,1370,1370
ENSG00000236516,KLF2P4,1224,1224,1224
ENSG00000236519,LINC01424,1029,2140,2140
ENSG00000236520,GPC6-AS1,694,33798,33798
ENSG00000236521,NPAP1P4,3309,3309,3309
ENSG00000236523,NPM1P40,732,732,732
ENSG00000236525,AC007278.2,1198,1383,1383
ENSG00000236526,AL035448.1,1828,9273,9273
ENSG00000236527,ARF4P2,524,826,826
ENSG00000236528,AL033528.2,847,3807,3807
ENSG00000236529,AC093582.1,384,384,384
ENSG00000236530,KPNA2P1,1590,1590,1590
ENSG00000236531,AC006013.1,756,27986,27986
ENSG00000236532,LINC01695,5192,135288,112573
ENSG00000236533,AC009413.1,398,398,398
ENSG00000236534,H3F3BP1,402,402,402
ENSG00000236535,RC3H1-IT1,446,6939,6939
ENSG00000236536,AC003986.3,690,1983,1983
ENSG00000236538,ZNF863P,414,5842,5842
ENSG00000236539,HNRNPA1P54,9713,9713,9713
ENSG00000236540,AC006547.1,7331,63267,12539
ENSG00000236541,VN2R9P,952,952,952
ENSG00000236542,MED28P7,529,529,529
ENSG00000236543,AL354761.2,200,1212,14607
ENSG00000236544,AC008060.3,531,35893,35893
ENSG00000236545,AP001619.2,585,1421,1421
ENSG00000236546,AL033527.2,783,1353,1353
ENSG00000236548,RNF217-AS1,4500,53946,53946
ENSG00000236549,RPS27AP7,454,454,454
ENSG00000236550,AL109809.3,245,245,245
ENSG00000236552,RPL13AP5,611,611,611
ENSG00000236554,ASNSP3,1305,1305,1305
ENSG00000236555,AC115115.1,247,247,247
ENSG00000236556,AC025038.1,334,688,688
ENSG00000236559,AL117381.1,372,30609,30609
ENSG00000236562,AC116049.1,384,384,384
ENSG00000236564,YWHAQP5,1381,1381,1381
ENSG00000236565,HNRNPA3P5,832,832,832
ENSG00000236567,TCF3P1,1936,1936,1936
ENSG00000236569,HNRNPA1P73,927,927,927
ENSG00000236570,RAD23BP1,1226,1226,1226
ENSG00000236571,AC245102.2,178,190,190
ENSG00000236572,AC006369.2,382,2713,2713
ENSG00000236574,AC092634.6,191,191,191
ENSG00000236576,AC241520.1,1098,1098,1098
ENSG00000236577,SNRPGP14,217,394,394
ENSG00000236580,AC073626.2,315,315,315
ENSG00000236581,STARD13-AS,36712,319725,101183
ENSG00000236582,PRPF38AP2,850,850,850
ENSG00000236583,AP004290.1,1411,1411,1411
ENSG00000236590,MTATP6P4,674,674,674
ENSG00000236591,AL357992.1,128,4873,4873
ENSG00000236592,S100A11P2,311,311,311
ENSG00000236594,RPS27AP14,453,453,453
ENSG00000236595,MED15P5,991,991,991
ENSG00000236596,AC092568.1,1282,1601,1601
ENSG00000236597,IGHD7-27,10,10,10
ENSG00000236599,ELOCP26,328,328,328
ENSG00000236601,AL732372.1,1029,13485,7195
ENSG00000236603,RANP1,650,650,650
ENSG00000236604,LYPLA2P3,574,706,706
ENSG00000236605,AC023115.1,572,677,677
ENSG00000236606,AC022028.1,407,407,407
ENSG00000236607,EEF1DP8,535,535,535
ENSG00000236608,EIF4A1P6,1209,1209,1209
ENSG00000236609,ZNF853,3854,8673,8673
ENSG00000236610,SOCS5P1,948,948,948
ENSG00000236611,LINC02556,344,1877,1877
ENSG00000236612,KRTAP19-11P,103,103,103
ENSG00000236615,AC010086.2,225,225,225
ENSG00000236616,BAK1P2,630,630,630
ENSG00000236617,AC127070.2,553,741,741
ENSG00000236618,PITPNA-AS1,540,1165,1165
ENSG00000236620,XKRYP3,1114,10886,10886
ENSG00000236626,MTND5P17,1602,1602,1602
ENSG00000236627,AL590302.2,1120,21591,21591
ENSG00000236634,AC016903.1,586,3761,3761
ENSG00000236635,LINC02540,567,71172,71172
ENSG00000236636,AL627308.2,431,431,431
ENSG00000236637,IFNA4,977,977,977
ENSG00000236638,AC006455.7,391,391,391
ENSG00000236641,Z99916.1,480,943,943
ENSG00000236643,AL354928.1,614,2804,2804
ENSG00000236646,LAMTOR5P1,269,269,269
ENSG00000236647,AC009947.2,667,1576,1576
ENSG00000236648,AL136529.1,606,32291,32291
ENSG00000236651,DLX2-AS1,945,6976,6976
ENSG00000236653,LINC01923,3443,89113,75753
ENSG00000236654,AC079780.1,206,206,206
ENSG00000236655,AC023347.2,461,461,461
ENSG00000236656,AL365440.2,3019,40693,20432
ENSG00000236658,AL161733.1,459,11669,11669
ENSG00000236660,FAM90A7P,1391,3012,3012
ENSG00000236662,AL133215.1,340,5107,5107
ENSG00000236663,FRGCA,420,569,569
ENSG00000236664,AC011998.3,252,58878,58878
ENSG00000236665,AC114808.2,533,2114,2114
ENSG00000236666,POTEH-AS1,2564,4042,4042
ENSG00000236667,AC104076.2,468,468,468
ENSG00000236668,AC006450.3,2144,3119,3119
ENSG00000236670,KRT18P5,1290,1290,1290
ENSG00000236671,PRKG1-AS1,2954,129835,83386
ENSG00000236673,AL117378.1,3611,28050,18602
ENSG00000236674,AL049636.1,1356,1356,1356
ENSG00000236675,MTX1P1,831,3350,3350
ENSG00000236676,AC117944.1,638,39772,39772
ENSG00000236677,AP000688.4,443,3976,3976
ENSG00000236678,LINC00347,8216,36046,12942
ENSG00000236679,RPL23AP24,384,384,384
ENSG00000236680,AL356000.1,1237,1237,1237
ENSG00000236681,DSTNP5,522,522,522
ENSG00000236682,AC068282.1,2688,11450,11450
ENSG00000236683,HMGA1P1,1061,1061,1061
ENSG00000236686,BZW1P1,1239,1239,1239
ENSG00000236687,AL160271.1,826,4796,4796
ENSG00000236689,MTCO2P21,675,954,954
ENSG00000236690,AC007274.2,658,2167,2167
ENSG00000236691,NDUFA4P2,243,243,243
ENSG00000236692,AC099654.3,2248,2248,1545
ENSG00000236695,HNRNPA1P47,930,930,930
ENSG00000236698,EIF1AXP1,434,434,434
ENSG00000236699,ARHGEF38,10762,372637,155473
ENSG00000236700,LINC01010,5039,133296,66865
ENSG00000236701,AL512594.1,1011,1011,1011
ENSG00000236703,MYB-AS1,447,912,912
ENSG00000236704,CNOT4P1,1197,1569,1569
ENSG00000236708,AC073316.3,980,38420,38420
ENSG00000236709,DAPK1-IT1,700,1005,1005
ENSG00000236710,AC108448.2,728,1050,1050
ENSG00000236711,SMAD9-IT1,502,680,680
ENSG00000236712,AC079448.1,372,372,372
ENSG00000236713,AL356292.1,372,372,372
ENSG00000236714,LINC01844,2233,15398,15398
ENSG00000236716,AL355376.1,515,918,918
ENSG00000236717,AL354751.2,208,7063,7063
ENSG00000236718,RBMY2QP,1139,11698,11698
ENSG00000236719,OVAAL,1486,7542,7542
ENSG00000236720,LINC01741,1662,9806,9806
ENSG00000236722,AC116036.1,366,366,366
ENSG00000236723,AL606760.2,522,3319,3992
ENSG00000236724,AL137071.1,241,3225,3225
ENSG00000236731,AL135929.2,503,789,789
ENSG00000236732,AC094019.1,470,812,812
ENSG00000236733,AL354794.1,513,20872,20872
ENSG00000236735,RPL31P63,374,374,374
ENSG00000236736,UQCRC2P1,1331,1331,1331
ENSG00000236737,GAGE12B,116,116,116
ENSG00000236739,CLIC4P1,534,534,534
ENSG00000236740,AL033384.1,3667,132609,67645
ENSG00000236741,Z98751.2,450,450,450
ENSG00000236744,AC016822.1,435,349478,349478
ENSG00000236745,YRDCP2,641,641,641
ENSG00000236747,LINC01282,874,24489,24489
ENSG00000236748,AC009500.1,582,582,582
ENSG00000236750,AC009237.9,346,346,346
ENSG00000236751,LINC01186,624,1721,1721
ENSG00000236753,MKLN1-AS,5274,38422,18478
ENSG00000236754,AC007666.1,2337,16739,9035
ENSG00000236756,DNAJC9-AS1,3322,30599,31182
ENSG00000236758,MTUS2-AS2,2009,32873,11175
ENSG00000236760,AC019118.2,1130,15319,14199
ENSG00000236761,CTAGE9,2333,2333,2333
ENSG00000236762,RPL19P16,586,633,633
ENSG00000236763,TRMT112P4,378,378,378
ENSG00000236764,COX7A2P2,249,249,249
ENSG00000236768,AC124916.1,546,546,546
ENSG00000236769,AL139237.2,491,10961,10961
ENSG00000236770,AC079325.1,853,3338,3338
ENSG00000236772,AL034550.1,982,3852,3852
ENSG00000236773,AC092809.3,230,230,230
ENSG00000236775,AL512637.2,1254,2223,2223
ENSG00000236776,RPL21P23,459,459,459
ENSG00000236777,AL157831.1,471,1214,1214
ENSG00000236778,INTS6-AS1,20455,1310768,99997
ENSG00000236779,AL512306.1,847,847,847
ENSG00000236780,LINC01829,3405,185138,91962
ENSG00000236782,AL391650.1,2963,6417,2305
ENSG00000236783,RPS15AP27,342,342,342
ENSG00000236785,SDR42E1P5,865,865,865
ENSG00000236786,TSPY15P,917,2573,2573
ENSG00000236790,LINC00299,5204,587337,375850
ENSG00000236791,OR2AI1P,931,931,931
ENSG00000236792,AL513175.2,442,442,442
ENSG00000236794,BCRP8,254,254,254
ENSG00000236795,AC006004.1,2141,16675,16675
ENSG00000236796,AL157884.3,1172,33020,33020
ENSG00000236797,SPA17P1,451,451,451
ENSG00000236799,AL355340.1,341,1936,1936
ENSG00000236800,AC068898.1,333,8225,8225
ENSG00000236801,RPL24P8,473,473,473
ENSG00000236803,SDAD1P4,1644,1644,1644
ENSG00000236804,RPS3AP12,752,752,752
ENSG00000236806,AC242426.2,794,794,794
ENSG00000236807,AC092066.1,316,316,316
ENSG00000236809,SNX25P1,832,909,909
ENSG00000236810,ELOA-AS1,1526,18691,17905
ENSG00000236811,GAPDHP2,997,997,997
ENSG00000236813,BTF3P8,525,525,525
ENSG00000236814,AC046176.1,1169,1169,1169
ENSG00000236816,ANKRD20A7P,2399,42076,42076
ENSG00000236817,AL606804.1,1013,149510,75215
ENSG00000236818,ARL5AP2,531,849,849
ENSG00000236819,LINC01563,748,15059,15059
ENSG00000236822,AL589674.1,220,986,986
ENSG00000236823,AL035691.1,593,3324,3324
ENSG00000236824,BCYRN1,13457,13457,199
ENSG00000236825,RAB28P2,639,951,951
ENSG00000236827,LINC00529,239,20239,20239
ENSG00000236828,DMD-AS3,291,1460,1460
ENSG00000236829,Z97634.1,3223,16425,10863
ENSG00000236830,CBR3-AS1,17634,283903,44048
ENSG00000236831,YME1L1P1,294,2574,2574
ENSG00000236832,AC073465.3,404,404,404
ENSG00000236833,AC024560.1,1469,5192,5192
ENSG00000236834,LINC00421,1052,1700,1700
ENSG00000236836,PCYT1B-AS1,273,8164,8164
ENSG00000236837,AC139712.3,635,6064,6064
ENSG00000236838,AC090617.2,402,717,717
ENSG00000236839,AC069280.1,436,1485,1485
ENSG00000236841,AC007750.1,4415,23034,13461
ENSG00000236842,AC010997.2,258,1017,1017
ENSG00000236844,AC069213.3,473,473,473
ENSG00000236846,AL359979.2,611,905,905
ENSG00000236847,AC018892.2,690,2088,2088
ENSG00000236848,RPL23AP95,263,318,318
ENSG00000236849,LINC01474,1793,7091,2381
ENSG00000236852,BX322784.1,1076,1076,1076
ENSG00000236853,OR2R1P,913,913,913
ENSG00000236854,AL121656.1,479,1278,1278
ENSG00000236856,AC105393.2,547,28473,28473
ENSG00000236857,RAP1BP1,552,552,552
ENSG00000236858,AL008638.2,2381,12374,12374
ENSG00000236859,NIFK-AS1,6263,84738,78831
ENSG00000236860,RPL39P29,156,156,156
ENSG00000236861,AC006378.1,1109,72595,41671
ENSG00000236862,RPS20P24,360,360,360
ENSG00000236863,RPL23AP23,470,470,470
ENSG00000236864,AC068295.1,151,13457,13457
ENSG00000236866,AL157902.1,1574,11711,8938
ENSG00000236867,Z98885.1,464,464,464
ENSG00000236869,AC099669.1,453,128296,128296
ENSG00000236870,AL121882.1,416,416,416
ENSG00000236871,LINC00106,721,4908,5950
ENSG00000236871,NA,721,4908,0
ENSG00000236872,AL451136.1,324,324,324
ENSG00000236874,AL137078.1,402,1572,1572
ENSG00000236875,DDX11L5,648,1649,1649
ENSG00000236876,TMSB4XP1,134,134,134
ENSG00000236877,SETD6P1,316,316,316
ENSG00000236878,MTATP6P26,661,661,661
ENSG00000236880,Z85995.1,334,334,334
ENSG00000236882,LINC01554,4290,17953,7901
ENSG00000236883,AP001615.1,459,1935,1935
ENSG00000236885,AC018731.1,573,68254,68254
ENSG00000236886,AC007563.2,939,431414,299615
ENSG00000236887,AL357055.2,433,433,433
ENSG00000236888,RPS20P5,359,359,359
ENSG00000236889,AC244035.3,269,2186,2186
ENSG00000236890,AC016027.5,209,209,209
ENSG00000236892,AL357833.2,798,6682,4937
ENSG00000236893,ASS1P7,1225,1225,1225
ENSG00000236894,AL160287.1,430,1419,44662
ENSG00000236896,AL354726.1,400,1105,1105
ENSG00000236897,AC113331.1,867,1468,1468
ENSG00000236900,TIMM9P1,255,255,255
ENSG00000236901,MIR600HG,11959,11959,5983
ENSG00000236905,AC104333.3,478,478,478
ENSG00000236907,AC023141.9,411,411,411
ENSG00000236908,AC005865.1,3640,12524,6625
ENSG00000236909,AL662791.3,775,775,775
ENSG00000236911,AL137789.1,2535,128192,54630
ENSG00000236913,AC025750.2,449,449,449
ENSG00000236914,LINC01852,2900,4881,3478
ENSG00000236915,AL356270.1,518,122022,122022
ENSG00000236917,DNAJA1P2,1196,1196,1196
ENSG00000236919,AC109635.1,486,1207,1207
ENSG00000236920,AL590727.1,769,4663,4663
ENSG00000236921,AL157937.1,439,10682,10682
ENSG00000236922,LINC01378,4300,579650,285022
ENSG00000236924,AL162411.1,523,24679,24679
ENSG00000236928,AC008267.4,520,520,520
ENSG00000236929,AC112498.1,331,331,331
ENSG00000236930,AC099782.1,473,473,473
ENSG00000236932,CEACAMP8,577,5379,5379
ENSG00000236935,AP003774.4,669,4454,4454
ENSG00000236936,AL031005.1,720,1169,1169
ENSG00000236937,PTGES3P4,355,355,355
ENSG00000236938,AC003092.2,443,5398,5398
ENSG00000236939,BAALC-AS2,913,16888,8512
ENSG00000236940,AL589765.3,460,783,783
ENSG00000236941,AC106872.1,1359,1359,1359
ENSG00000236942,AC096533.1,351,670,670
ENSG00000236944,CCDC58P2,365,365,365
ENSG00000236946,HNRNPA1P70,1086,1086,1086
ENSG00000236947,AL139412.1,1191,13734,10165
ENSG00000236948,AL365255.1,361,80927,106586
ENSG00000236950,LINC01774,593,2853,2853
ENSG00000236951,AC007359.1,3667,50847,46670
ENSG00000236953,ZDHHC20-IT1,438,897,897
ENSG00000236956,NF1P8,1452,7659,7659
ENSG00000236957,AL139010.1,2720,41559,24006
ENSG00000236958,AC051618.1,205,4448,4448
ENSG00000236959,SULT1D1P,875,22016,22016
ENSG00000236960,AL354695.1,227,227,227
ENSG00000236961,AL136131.2,345,15048,15048
ENSG00000236963,LINC01141,4110,131355,70655
ENSG00000236965,OR52N3P,933,933,933
ENSG00000236966,AL773545.2,471,471,471
ENSG00000236968,AL451164.2,594,3591,3591
ENSG00000236969,GGT8P,529,5225,5225
ENSG00000236972,FABP5P1,410,410,410
ENSG00000236973,GAPDHP51,999,999,999
ENSG00000236975,AL137793.1,597,2090,2090
ENSG00000236976,AC091685.2,863,863,863
ENSG00000236977,ANKRD44-IT1,1063,51661,51661
ENSG00000236978,AC073873.1,275,275,275
ENSG00000236980,C3orf84,2015,40800,14226
ENSG00000236981,OR10G9,935,935,935
ENSG00000236982,BLOC1S2P1,300,300,300
ENSG00000236985,AL121892.1,830,6186,6186
ENSG00000236986,AL157938.2,10856,299868,34653
ENSG00000236987,NDUFA5P8,345,345,345
ENSG00000236988,AL359641.1,1557,1557,1557
ENSG00000236989,AC130710.1,1488,29855,20619
ENSG00000236990,AC025822.2,2283,37287,37287
ENSG00000236991,EDRF1-AS1,7350,94159,26476
ENSG00000236992,RPL12P12,500,500,500
ENSG00000236993,GAPDHP21,1009,1009,1009
ENSG00000236994,YBX1P9,678,678,678
ENSG00000236996,MLIP-IT1,639,8262,8262
ENSG00000236998,AL354794.2,1246,1363,1363
ENSG00000236999,ATP2B2-IT1,470,4120,4120
ENSG00000237000,PTMAP6,325,677,677
ENSG00000237001,WASF3-AS1,1712,38578,34820
ENSG00000237002,AL590730.1,714,4957,3776
ENSG00000237003,AC126124.2,320,320,320
ENSG00000237004,ZNRF2P1,442,442,442
ENSG00000237005,HIGD1AP15,279,279,279
ENSG00000237007,KRT18P52,845,845,845
ENSG00000237008,LAPTM4BP1,688,978,978
ENSG00000237009,GLIS3-AS1,732,2606,2606
ENSG00000237011,AL357793.2,847,4183,4183
ENSG00000237013,LINC01812,722,29508,29508
ENSG00000237014,AC004074.1,1062,1062,1062
ENSG00000237015,AL031186.1,383,1148,1148
ENSG00000237016,AC013410.1,1231,1231,1231
ENSG00000237017,AC245052.4,4154,5832,5832
ENSG00000237019,AC004470.1,380,70509,70509
ENSG00000237020,IGHD1-20,16,16,16
ENSG00000237021,AL050331.3,2079,2536,2536
ENSG00000237023,USP9YP3,1760,12082,12082
ENSG00000237024,RPL21P33,483,483,483
ENSG00000237025,AL121601.2,706,706,706
ENSG00000237026,AC104073.2,310,933,933
ENSG00000237027,AL159174.1,1248,10750,6169
ENSG00000237031,AC008067.1,2890,135015,46096
ENSG00000237032,RPSAP7,884,884,884
ENSG00000237033,CASP3P1,608,608,608
ENSG00000237035,AC020719.1,823,4272,3719
ENSG00000237036,ZEB1-AS1,6412,145370,114169
ENSG00000237037,NDUFA6-AS1,13108,262378,46811
ENSG00000237038,USP17L8,3183,7916,1592
ENSG00000237039,AC018738.1,209,209,209
ENSG00000237040,DPH3P2,249,249,498
ENSG00000237040,NA,249,249,0
ENSG00000237041,AC007679.3,413,413,413
ENSG00000237042,MICG,131,131,131
ENSG00000237048,TTTY12,977,5759,5759
ENSG00000237049,RPL34P1,353,353,353
ENSG00000237053,FUCA1P1,1350,1350,1350
ENSG00000237054,PRMT5-AS1,6557,33491,7953
ENSG00000237055,MTCO1P48,1095,1095,1095
ENSG00000237057,LINC02087,948,11501,11501
ENSG00000237058,AL831784.1,371,4052,4052
ENSG00000237061,AC100823.1,478,2092,2092
ENSG00000237062,AL512649.2,595,728,728
ENSG00000237063,AL035420.2,614,1940,1940
ENSG00000237064,EIF3IP1,966,966,966
ENSG00000237065,NANOGP4,912,912,912
ENSG00000237068,RPL5P2,853,853,853
ENSG00000237070,AC005550.3,3739,14033,14033
ENSG00000237072,AL161727.1,529,529,529
ENSG00000237073,AL162727.2,392,19829,19829
ENSG00000237074,AL596218.1,913,60054,69170
ENSG00000237076,AL035706.1,680,11185,11185
ENSG00000237077,AC105399.1,620,4909,4705
ENSG00000237080,EHMT2-AS1,221,293,443
ENSG00000237082,COX5BP6,209,554,554
ENSG00000237083,AL162725.1,300,300,300
ENSG00000237085,AC127391.1,97,97,97
ENSG00000237087,AC068134.2,574,800,800
ENSG00000237088,AL163193.1,787,787,787
ENSG00000237089,PCNPP4,515,1155,1155
ENSG00000237090,AL512353.3,1324,1336,1336
ENSG00000237092,LINC01065,574,5269,5269
ENSG00000237094,AL732372.2,8257,199336,157539
ENSG00000237099,GYG1P2,1005,1005,1005
ENSG00000237101,AC092809.4,1320,8430,8430
ENSG00000237106,FABP5P15,213,213,213
ENSG00000237107,AL591473.1,312,312,312
ENSG00000237109,RPL21P111,476,476,476
ENSG00000237110,TAAR9,1046,1046,1046
ENSG00000237111,IGHJ3P,49,49,49
ENSG00000237115,AL139805.2,2432,2432,2432
ENSG00000237118,CYP2F2P,1050,8051,8358
ENSG00000237119,LINC01056,1228,15852,15852
ENSG00000237121,PIEZO1P2,2166,43289,43289
ENSG00000237122,FAM90A19P,1391,3010,3010
ENSG00000237124,MTND2P11,646,986,986
ENSG00000237125,HAND2-AS1,50563,805637,64054
ENSG00000237126,AC073254.1,10279,194422,31023
ENSG00000237127,AC245028.2,252,252,252
ENSG00000237128,AL358234.1,270,62805,62805
ENSG00000237129,MTCYBP34,669,669,669
ENSG00000237130,MRPS6P2,369,369,369
ENSG00000237131,AL021397.1,247,247,247
ENSG00000237133,AC020594.1,336,8500,8500
ENSG00000237135,DDX10P1,1931,2223,2223
ENSG00000237136,C4orf51,2075,165538,90917
ENSG00000237137,AL159169.1,126,126,126
ENSG00000237138,HUNK-AS1,614,816,816
